module,enabled,source
PayPal_BraintreeGiftCardAccount,1,"production app/etc/config.php"
PayPal_BraintreeGiftWrapping,1,"production app/etc/config.php"
PayPal_BraintreeGraphQl,0,"production app/etc/config.php"
PayPal_BraintreeReward,1,"production app/etc/config.php"
Rootways_Authorizecim,1,"production app/etc/config.php"
VUSA_AuthorizePayments,1,"production app/etc/config.php"
VUSA_DecreaseStock,1,"production app/etc/config.php"
VUSA_EnhancedEmail,1,"production app/etc/config.php"
VUSA_ExportOrder,1,"production app/etc/config.php"
VUSA_GroupNotification,1,"production app/etc/config.php"
VUSA_NicotineWarning,1,"production app/etc/config.php"
VUSA_Optimization,1,"production app/etc/config.php"
VUSA_PrintInvoice,1,"production app/etc/config.php"
VUSA_RegionPayment,1,"production app/etc/config.php"
VUSA_ResetPass,1,"production app/etc/config.php"
Vapewholesaleusa_AdminShippingMethod,1,"production app/etc/config.php"
Vapewholesaleusa_AdminUSPGROUNDShippingMethod,1,"production app/etc/config.php"
Vapewholesaleusa_AgeVerification,1,"production app/etc/config.php"
Vapewholesaleusa_AheadworksRewardPoints,1,"production app/etc/config.php"
Vapewholesaleusa_Ajax,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyAdminActionsLog,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyAdvancedReview,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyBannersLite,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyCheckoutCore,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyConditions,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyCustomerAttributes,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyGoogleAddressAutocomplete,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyHidePrice,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyImageOptimizer,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyNumber,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyPromo,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyRules,1,"production app/etc/config.php"
Vapewholesaleusa_AmastySalesRuleWizard,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyShiprestriction,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyShopby,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyShopbyBrand,1,"production app/etc/config.php"
Vapewholesaleusa_AmastyStoreCredit,1,"production app/etc/config.php"
Vapewholesaleusa_AttributeRemover,1,"production app/etc/config.php"
Vapewholesaleusa_AutoHoldForCustomerGroup,1,"production app/etc/config.php"
Vapewholesaleusa_BestsellerSearchSort,1,"production app/etc/config.php"
Vapewholesaleusa_BestsellerWidget,1,"production app/etc/config.php"
Vapewholesaleusa_BssConfiguableGridView,1,"production app/etc/config.php"
Vapewholesaleusa_BuyNow,1,"production app/etc/config.php"
Vapewholesaleusa_CacheImprove,1,"production app/etc/config.php"
Vapewholesaleusa_CatalogProductCreateFlow,1,"production app/etc/config.php"
Vapewholesaleusa_CheckoutAddressConfirm,1,"production app/etc/config.php"
Vapewholesaleusa_CmindsSalesrep,1,"production app/etc/config.php"
Vapewholesaleusa_CriticalCss,1,"production app/etc/config.php"
Vapewholesaleusa_CustomerAttachment,1,"production app/etc/config.php"
Vapewholesaleusa_CustomerGroupPrice,1,"production app/etc/config.php"
Vapewholesaleusa_CustomerLicense,1,"production app/etc/config.php"
Vapewholesaleusa_CustomerQuoteValidator,1,"production app/etc/config.php"
Vapewholesaleusa_DeferJs,1,"production app/etc/config.php"
Vapewholesaleusa_EmailReplyTo,1,"production app/etc/config.php"
Vapewholesaleusa_EnhancedContact,1,"production app/etc/config.php"
Vapewholesaleusa_ExportInvoice,1,"production app/etc/config.php"
Vapewholesaleusa_FirebearImportExport,1,"production app/etc/config.php"
Vapewholesaleusa_FluidPay,1,"production app/etc/config.php"
Vapewholesaleusa_GoogleAddressVerification,1,"production app/etc/config.php"
Vapewholesaleusa_HubIntegration,1,"production app/etc/config.php"
Vapewholesaleusa_ImageClean,1,"production app/etc/config.php"
Vapewholesaleusa_LockedTransactionIdentifier,1,"production app/etc/config.php"
Vapewholesaleusa_MageSuiteMagepack,1,"production app/etc/config.php"
Vapewholesaleusa_MageWorxOrderEditor,1,"production app/etc/config.php"
Vapewholesaleusa_MageWorxOrdersGrid,1,"production app/etc/config.php"
Vapewholesaleusa_MageWorxSeoAll,1,"production app/etc/config.php"
Vapewholesaleusa_MageWorxSeoMarkup,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCatalog,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCatalogInventory,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCatalogSearch,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCheckout,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoConfig,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoConfigurableProduct,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoContact,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCsp,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoCustomer,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoFramework,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoIntegration,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoInventoryCatalog,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoInventorySales,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoOfflinePayments,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoPageBuilder,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoQuote,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoReports,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoReview,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoSales,1,"production app/etc/config.php"
Vapewholesaleusa_MagentoUsps,1,"production app/etc/config.php"
Vapewholesaleusa_MageplazaBlog,1,"production app/etc/config.php"
Vapewholesaleusa_MageplazaSmtp,1,"production app/etc/config.php"
Vapewholesaleusa_Menu,1,"production app/etc/config.php"
Vapewholesaleusa_MirasvitSearch,1,"production app/etc/config.php"
Vapewholesaleusa_Omnisend,1,"production app/etc/config.php"
Vapewholesaleusa_OpenAi,1,"production app/etc/config.php"
Vapewholesaleusa_OrderApproval,1,"production app/etc/config.php"
Vapewholesaleusa_OrderManagementEnhancements,1,"production app/etc/config.php"
Vapewholesaleusa_OrderSource,1,"production app/etc/config.php"
Vapewholesaleusa_OutOfStockItemRemover,1,"production app/etc/config.php"
Vapewholesaleusa_PaymentAttempts,1,"production app/etc/config.php"
Vapewholesaleusa_PaymentFailuresEmail,1,"production app/etc/config.php"
Vapewholesaleusa_PaymentRequest,1,"production app/etc/config.php"
Vapewholesaleusa_ProductChecker,1,"production app/etc/config.php"
Vapewholesaleusa_QuantityRule,1,"production app/etc/config.php"
Vapewholesaleusa_Refer,1,"production app/etc/config.php"
Vapewholesaleusa_RewardPointNotifier,1,"production app/etc/config.php"
Vapewholesaleusa_RootwaysAuthorizecim,1,"production app/etc/config.php"
Vapewholesaleusa_SalesRule,1,"production app/etc/config.php"
Vapewholesaleusa_ShipmentsEmail,1,"production app/etc/config.php"
Vapewholesaleusa_SpeedOptimizer,1,"production app/etc/config.php"
Vapewholesaleusa_SplitDb,1,"production app/etc/config.php"
Vapewholesaleusa_StateShippingBan,0,"production app/etc/config.php"
Vapewholesaleusa_StockIgnore,1,"production app/etc/config.php"
Vapewholesaleusa_StockQueue,1,"production app/etc/config.php"
Vapewholesaleusa_StockSheet,1,"production app/etc/config.php"
Vapewholesaleusa_StoreCreditNotifier,1,"production app/etc/config.php"
Vapewholesaleusa_TableCleaner,1,"production app/etc/config.php"
Vapewholesaleusa_TaxManagement,1,"production app/etc/config.php"
Vapewholesaleusa_TrackingNumbersInOneEmail,1,"production app/etc/config.php"
Vapewholesaleusa_UnshippedOrderNotifier,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelAdvanceCategorySorting,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelAjaxInfiniteScroll,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelBackend,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelEnhancedEmail,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelGA4,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelNavigationLinks,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelOwlCarouselSlider,1,"production app/etc/config.php"
Vapewholesaleusa_WeltPixelProductLabels,1,"production app/etc/config.php"
Vapewholesaleusa_Wysiwyg,1,"production app/etc/config.php"
WeltPixel_AdvanceCategorySorting,1,"production app/etc/config.php"
WeltPixel_AdvancedWishlist,0,"production app/etc/config.php"
WeltPixel_AjaxInfiniteScroll,1,"production app/etc/config.php"
WeltPixel_Backend,1,"production app/etc/config.php"
WeltPixel_CategoryPage,1,"production app/etc/config.php"
WeltPixel_CmsBlockScheduler,0,"production app/etc/config.php"
WeltPixel_Command,1,"production app/etc/config.php"
WeltPixel_CustomFooter,1,"production app/etc/config.php"
WeltPixel_CustomHeader,1,"production app/etc/config.php"
WeltPixel_DesignElements,1,"production app/etc/config.php"
WeltPixel_EnhancedEmail,1,"production app/etc/config.php"
WeltPixel_FrontendOptions,1,"production app/etc/config.php"
WeltPixel_FullPageScroll,0,"production app/etc/config.php"
WeltPixel_GA4,1,"production app/etc/config.php"
WeltPixel_GoogleCards,0,"production app/etc/config.php"
WeltPixel_InstagramWidget,0,"production app/etc/config.php"
WeltPixel_LayeredNavigation,0,"production app/etc/config.php"
WeltPixel_LazyLoading,1,"production app/etc/config.php"
WeltPixel_MobileDetect,1,"production app/etc/config.php"
WeltPixel_Multistore,0,"production app/etc/config.php"
WeltPixel_NavigationLinks,1,"production app/etc/config.php"
WeltPixel_Newsletter,1,"production app/etc/config.php"
WeltPixel_OwlCarouselSlider,1,"production app/etc/config.php"
WeltPixel_ProductLabels,1,"production app/etc/config.php"
WeltPixel_ProductPage,1,"production app/etc/config.php"
WeltPixel_QuickCart,1,"production app/etc/config.php"
WeltPixel_Quickview,0,"production app/etc/config.php"
WeltPixel_RecentlyViewedBar,1,"production app/etc/config.php"
WeltPixel_ReviewsWidget,1,"production app/etc/config.php"
WeltPixel_SampleData,1,"production app/etc/config.php"
WeltPixel_SearchAutoComplete,0,"production app/etc/config.php"
WeltPixel_Sitemap,0,"production app/etc/config.php"
WeltPixel_SmartProductTabs,0,"production app/etc/config.php"
WeltPixel_SocialLogin,0,"production app/etc/config.php"
WeltPixel_SpeedOptimization,0,"production app/etc/config.php"
WeltPixel_ThankYouPage,1,"production app/etc/config.php"
WeltPixel_TitleRewrite,0,"production app/etc/config.php"
WeltPixel_UserProfile,0,"production app/etc/config.php"
