namespace,module_dir,magento_module,owner_decision,path,file_count,initial_decision,source,notes,confirmation_needed
Vapewholesaleusa,MagentoCheckout,Vapewholesaleusa_MagentoCheckout,Keep,vusa244/app/code/Vapewholesaleusa/MagentoCheckout,12,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoConfig,Vapewholesaleusa_MagentoConfig,Keep,vusa244/app/code/Vapewholesaleusa/MagentoConfig,6,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoConfigurableProduct,Vapewholesaleusa_MagentoConfigurableProduct,Keep,vusa244/app/code/Vapewholesaleusa/MagentoConfigurableProduct,34,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoContact,Vapewholesaleusa_MagentoContact,Keep,vusa244/app/code/Vapewholesaleusa/MagentoContact,6,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoCsp,Vapewholesaleusa_MagentoCsp,Keep,vusa244/app/code/Vapewholesaleusa/MagentoCsp,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoCustomer,Vapewholesaleusa_MagentoCustomer,Keep,vusa244/app/code/Vapewholesaleusa/MagentoCustomer,16,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoFramework,Vapewholesaleusa_MagentoFramework,Keep,vusa244/app/code/Vapewholesaleusa/MagentoFramework,6,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoIntegration,Vapewholesaleusa_MagentoIntegration,Keep,vusa244/app/code/Vapewholesaleusa/MagentoIntegration,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoInventoryCatalog,Vapewholesaleusa_MagentoInventoryCatalog,Keep,vusa244/app/code/Vapewholesaleusa/MagentoInventoryCatalog,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoInventorySales,Vapewholesaleusa_MagentoInventorySales,Keep,vusa244/app/code/Vapewholesaleusa/MagentoInventorySales,6,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoOfflinePayments,Vapewholesaleusa_MagentoOfflinePayments,Keep,vusa244/app/code/Vapewholesaleusa/MagentoOfflinePayments,10,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoPageBuilder,Vapewholesaleusa_MagentoPageBuilder,Keep,vusa244/app/code/Vapewholesaleusa/MagentoPageBuilder,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoQuote,Vapewholesaleusa_MagentoQuote,Keep,vusa244/app/code/Vapewholesaleusa/MagentoQuote,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoReports,Vapewholesaleusa_MagentoReports,Keep,vusa244/app/code/Vapewholesaleusa/MagentoReports,6,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoReview,Vapewholesaleusa_MagentoReview,Keep,vusa244/app/code/Vapewholesaleusa/MagentoReview,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoSales,Vapewholesaleusa_MagentoSales,Keep,vusa244/app/code/Vapewholesaleusa/MagentoSales,30,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MagentoUsps,Vapewholesaleusa_MagentoUsps,Keep,vusa244/app/code/Vapewholesaleusa/MagentoUsps,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MageplazaBlog,Vapewholesaleusa_MageplazaBlog,Keep,vusa244/app/code/Vapewholesaleusa/MageplazaBlog,5,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MageplazaSmtp,Vapewholesaleusa_MageplazaSmtp,Keep,vusa244/app/code/Vapewholesaleusa/MageplazaSmtp,7,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,Menu,Vapewholesaleusa_Menu,Keep,vusa244/app/code/Vapewholesaleusa/Menu,4,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,MirasvitSearch,Vapewholesaleusa_MirasvitSearch,Keep,vusa244/app/code/Vapewholesaleusa/MirasvitSearch,15,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,Omnisend,Vapewholesaleusa_Omnisend,Keep,vusa244/app/code/Vapewholesaleusa/Omnisend,27,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,OpenAi,Vapewholesaleusa_OpenAi,Remove,vusa244/app/code/Vapewholesaleusa/OpenAi,84,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,OrderApproval,Vapewholesaleusa_OrderApproval,Keep,vusa244/app/code/Vapewholesaleusa/OrderApproval,15,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,OrderManagementEnhancements,Vapewholesaleusa_OrderManagementEnhancements,Keep,vusa244/app/code/Vapewholesaleusa/OrderManagementEnhancements,47,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,OrderSource,Vapewholesaleusa_OrderSource,Keep,vusa244/app/code/Vapewholesaleusa/OrderSource,65,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,OutOfStockItemRemover,Vapewholesaleusa_OutOfStockItemRemover,Keep,vusa244/app/code/Vapewholesaleusa/OutOfStockItemRemover,17,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,PaymentAttempts,Vapewholesaleusa_PaymentAttempts,Keep,vusa244/app/code/Vapewholesaleusa/PaymentAttempts,27,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,PaymentFailuresEmail,Vapewholesaleusa_PaymentFailuresEmail,Keep,vusa244/app/code/Vapewholesaleusa/PaymentFailuresEmail,8,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,PaymentRequest,Vapewholesaleusa_PaymentRequest,Keep,vusa244/app/code/Vapewholesaleusa/PaymentRequest,40,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,ProductChecker,Vapewholesaleusa_ProductChecker,Keep,vusa244/app/code/Vapewholesaleusa/ProductChecker,12,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,QuantityRule,Vapewholesaleusa_QuantityRule,Keep,vusa244/app/code/Vapewholesaleusa/QuantityRule,14,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,Refer,Vapewholesaleusa_Refer,Keep,vusa244/app/code/Vapewholesaleusa/Refer,41,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,RewardPointNotifier,Vapewholesaleusa_RewardPointNotifier,Keep,vusa244/app/code/Vapewholesaleusa/RewardPointNotifier,22,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,RootwaysAuthorizecim,Vapewholesaleusa_RootwaysAuthorizecim,Keep,vusa244/app/code/Vapewholesaleusa/RootwaysAuthorizecim,9,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,SalesRule,Vapewholesaleusa_SalesRule,Keep,vusa244/app/code/Vapewholesaleusa/SalesRule,8,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,ShipmentsEmail,Vapewholesaleusa_ShipmentsEmail,Keep,vusa244/app/code/Vapewholesaleusa/ShipmentsEmail,12,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,SpeedOptimizer,Vapewholesaleusa_SpeedOptimizer,Keep,vusa244/app/code/Vapewholesaleusa/SpeedOptimizer,16,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,SplitDb,Vapewholesaleusa_SplitDb,Keep,vusa244/app/code/Vapewholesaleusa/SplitDb,7,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,StateShippingBan,Vapewholesaleusa_StateShippingBan,Keep,vusa244/app/code/Vapewholesaleusa/StateShippingBan,24,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,StockIgnore,Vapewholesaleusa_StockIgnore,Keep,vusa244/app/code/Vapewholesaleusa/StockIgnore,14,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,StockQueue,Vapewholesaleusa_StockQueue,Keep,vusa244/app/code/Vapewholesaleusa/StockQueue,17,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,StockSheet,Vapewholesaleusa_StockSheet,Keep,vusa244/app/code/Vapewholesaleusa/StockSheet,33,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,StoreCreditNotifier,Vapewholesaleusa_StoreCreditNotifier,Keep,vusa244/app/code/Vapewholesaleusa/StoreCreditNotifier,22,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,TableCleaner,Vapewholesaleusa_TableCleaner,Keep,vusa244/app/code/Vapewholesaleusa/TableCleaner,13,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,TaxManagement,Vapewholesaleusa_TaxManagement,Keep,vusa244/app/code/Vapewholesaleusa/TaxManagement,11,Defer,"legacy repo scan; ECOM-20 ticket; needs production config/DB confirmation","Matches ECOM-20 known keep category; source, owner, DB usage, and headless/API impact still need confirmation.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,TrackingNumbersInOneEmail,Vapewholesaleusa_TrackingNumbersInOneEmail,Keep,vusa244/app/code/Vapewholesaleusa/TrackingNumbersInOneEmail,20,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,UnshippedOrderNotifier,Vapewholesaleusa_UnshippedOrderNotifier,Keep,vusa244/app/code/Vapewholesaleusa/UnshippedOrderNotifier,18,"Rewrite Candidate","legacy repo scan; ECOM-20 ticket; ECOM-55 ticket","High-risk retained behavior or core/vendor override named in ECOM-55.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelAdvanceCategorySorting,Vapewholesaleusa_WeltPixelAdvanceCategorySorting,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelAdvanceCategorySorting,8,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelAjaxInfiniteScroll,Vapewholesaleusa_WeltPixelAjaxInfiniteScroll,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelAjaxInfiniteScroll,5,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelBackend,Vapewholesaleusa_WeltPixelBackend,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelBackend,6,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelEnhancedEmail,Vapewholesaleusa_WeltPixelEnhancedEmail,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelEnhancedEmail,13,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelGA4,Vapewholesaleusa_WeltPixelGA4,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelGA4,9,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelNavigationLinks,Vapewholesaleusa_WeltPixelNavigationLinks,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelNavigationLinks,11,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelOwlCarouselSlider,Vapewholesaleusa_WeltPixelOwlCarouselSlider,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelOwlCarouselSlider,12,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,WeltPixelProductLabels,Vapewholesaleusa_WeltPixelProductLabels,Remove,vusa244/app/code/Vapewholesaleusa/WeltPixelProductLabels,5,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
Vapewholesaleusa,Wysiwyg,Vapewholesaleusa_Wysiwyg,Keep,vusa244/app/code/Vapewholesaleusa/Wysiwyg,4,Defer,"legacy repo scan; needs production config/DB confirmation","Inventory-only row pending owner/source/API review.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,AdvanceCategorySorting,WeltPixel_AdvanceCategorySorting,Remove,vusa244/app/code/WeltPixel/AdvanceCategorySorting,40,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,AdvancedWishlist,WeltPixel_AdvancedWishlist,Remove,vusa244/app/code/WeltPixel/AdvancedWishlist,82,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,AjaxInfiniteScroll,WeltPixel_AjaxInfiniteScroll,Remove,vusa244/app/code/WeltPixel/AjaxInfiniteScroll,37,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Backend,WeltPixel_Backend,Remove,vusa244/app/code/WeltPixel/Backend,77,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,CategoryPage,WeltPixel_CategoryPage,Remove,vusa244/app/code/WeltPixel/CategoryPage,51,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,CmsBlockScheduler,WeltPixel_CmsBlockScheduler,Remove,vusa244/app/code/WeltPixel/CmsBlockScheduler,53,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Command,WeltPixel_Command,Remove,vusa244/app/code/WeltPixel/Command,103,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,CustomFooter,WeltPixel_CustomFooter,Remove,vusa244/app/code/WeltPixel/CustomFooter,28,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,CustomHeader,WeltPixel_CustomHeader,Remove,vusa244/app/code/WeltPixel/CustomHeader,58,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,DesignElements,WeltPixel_DesignElements,Remove,vusa244/app/code/WeltPixel/DesignElements,193,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,EnhancedEmail,WeltPixel_EnhancedEmail,Remove,vusa244/app/code/WeltPixel/EnhancedEmail,216,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,FrontendOptions,WeltPixel_FrontendOptions,Remove,vusa244/app/code/WeltPixel/FrontendOptions,54,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,FullPageScroll,WeltPixel_FullPageScroll,Remove,vusa244/app/code/WeltPixel/FullPageScroll,23,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,GA4,WeltPixel_GA4,Remove,vusa244/app/code/WeltPixel/GA4,108,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,GoogleCards,WeltPixel_GoogleCards,Remove,vusa244/app/code/WeltPixel/GoogleCards,73,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
